grid_shape,sigma,learning_rate,epochs,n_clusters,cluster_counts,silhouette_score,davies_bouldin_score,calinski_harabasz_score
4x4,1.0,0.5,200,14,"{np.int64(0): np.int64(4), np.int64(1): np.int64(11), np.int64(2): np.int64(8), np.int64(3): np.int64(12), np.int64(4): np.int64(4), np.int64(5): np.int64(11), np.int64(6): np.int64(16), np.int64(7): np.int64(9), np.int64(8): np.int64(19), np.int64(10): np.int64(9), np.int64(11): np.int64(7), np.int64(12): np.int64(23), np.int64(13): np.int64(8), np.int64(15): np.int64(9)}",0.2972448096621727,1.0032948537183273,331.8647858861031
4x4,1.0,0.5,300,14,"{np.int64(0): np.int64(4), np.int64(1): np.int64(4), np.int64(2): np.int64(19), np.int64(3): np.int64(23), np.int64(4): np.int64(11), np.int64(5): np.int64(11), np.int64(7): np.int64(8), np.int64(8): np.int64(8), np.int64(9): np.int64(16), np.int64(10): np.int64(9), np.int64(12): np.int64(12), np.int64(13): np.int64(9), np.int64(14): np.int64(7), np.int64(15): np.int64(9)}",0.2972448096621727,1.0032948537183195,331.86478588610316
4x4,1.0,0.5,500,14,"{np.int64(0): np.int64(9), np.int64(2): np.int64(8), np.int64(3): np.int64(23), np.int64(4): np.int64(7), np.int64(5): np.int64(9), np.int64(7): np.int64(19), np.int64(8): np.int64(9), np.int64(9): np.int64(16), np.int64(10): np.int64(11), np.int64(11): np.int64(4), np.int64(12): np.int64(12), np.int64(13): np.int64(8), np.int64(14): np.int64(11), np.int64(15): np.int64(4)}",0.2972448096621727,1.0032948537183266,331.8647858861031
4x4,1.0,0.9,50,14,"{np.int64(0): np.int64(4), np.int64(2): np.int64(8), np.int64(3): np.int64(23), np.int64(4): np.int64(8), np.int64(5): np.int64(9), np.int64(7): np.int64(19), np.int64(8): np.int64(6), np.int64(9): np.int64(9), np.int64(10): np.int64(11), np.int64(11): np.int64(4), np.int64(12): np.int64(7), np.int64(13): np.int64(20), np.int64(14): np.int64(9), np.int64(15): np.int64(13)}",0.29850038758897685,1.05475909520633,341.54669725736306
4x4,1.0,0.9,100,15,"{np.int64(0): np.int64(11), np.int64(1): np.int64(11), np.int64(2): np.int64(4), np.int64(3): np.int64(11), np.int64(4): np.int64(4), np.int64(5): np.int64(9), np.int64(6): np.int64(11), np.int64(7): np.int64(16), np.int64(8): np.int64(8), np.int64(10): np.int64(8), np.int64(11): np.int64(6), np.int64(12): np.int64(23), np.int64(13): np.int64(19), np.int64(14): np.int64(2), np.int64(15): np.int64(7)}",0.2893607635214531,1.050581927372602,322.61354632184964
4x4,1.0,0.9,200,15,"{np.int64(0): np.int64(23), np.int64(1): np.int64(8), np.int64(2): np.int64(12), np.int64(3): np.int64(3), np.int64(4): np.int64(19), np.int64(6): np.int64(8), np.int64(7): np.int64(9), np.int64(8): np.int64(4), np.int64(9): np.int64(9), np.int64(10): np.int64(9), np.int64(11): np.int64(5), np.int64(12): np.int64(11), np.int64(13): np.int64(9), np.int64(14): np.int64(14), np.int64(15): np.int64(7)}",0.2922764962727783,1.0886275624280382,334.82397115891763
4x4,1.0,0.9,300,15,"{np.int64(0): np.int64(7), np.int64(1): np.int64(9), np.int64(2): np.int64(9), np.int64(3): np.int64(11), np.int64(4): np.int64(5), np.int64(5): np.int64(7), np.int64(6): np.int64(9), np.int64(7): np.int64(13), np.int64(8): np.int64(8), np.int64(9): np.int64(9), np.int64(11): np.int64(8), np.int64(12): np.int64(9), np.int64(13): np.int64(4), np.int64(14): np.int64(19), np.int64(15): np.int64(23)}",0.2929229216709811,1.0867370444344528,336.1063987841343
4x4,1.0,0.9,500,15,"{np.int64(0): np.int64(15), np.int64(1): np.int64(3), np.int64(2): np.int64(14), np.int64(3): np.int64(7), np.int64(4): np.int64(4), np.int64(5): np.int64(12), np.int64(6): np.int64(9), np.int64(7): np.int64(5), np.int64(8): np.int64(19), np.int64(10): np.int64(8), np.int64(11): np.int64(9), np.int64(12): np.int64(23), np.int64(13): np.int64(8), np.int64(14): np.int64(3), np.int64(15): np.int64(11)}",0.2806720353513545,1.0658052146795536,321.32919595835295
4x4,1.0,1.0,50,15,"{np.int64(0): np.int64(23), np.int64(1): np.int64(19), np.int64(2): np.int64(4), np.int64(3): np.int64(12), np.int64(4): np.int64(8), np.int64(6): np.int64(3), np.int64(7): np.int64(10), np.int64(8): np.int64(9), np.int64(9): np.int64(9), np.int64(10): np.int64(9), np.int64(11): np.int64(14), np.int64(12): np.int64(9), np.int64(13): np.int64(9), np.int64(14): np.int64(5), np.int64(15): np.int64(7)}",0.2816492894733082,1.0914180421351538,331.4791405948773
4x4,1.0,1.0,100,15,"{np.int64(0): np.int64(9), np.int64(1): np.int64(9), np.int64(2): np.int64(5), np.int64(3): np.int64(7), np.int64(4): np.int64(9), np.int64(5): np.int64(9), np.int64(6): np.int64(9), np.int64(7): np.int64(14), np.int64(8): np.int64(8), np.int64(10): np.int64(3), np.int64(11): np.int64(10), np.int64(12): np.int64(23), np.int64(13): np.int64(19), np.int64(14): np.int64(4), np.int64(15): np.int64(12)}",0.2816492894733082,1.0914180421351534,331.4791405948773
4x4,1.0,1.0,200,15,"{np.int64(0): np.int64(9), np.int64(1): np.int64(10), np.int64(2): np.int64(11), np.int64(3): np.int64(4), np.int64(4): np.int64(14), np.int64(5): np.int64(9), np.int64(6): np.int64(9), np.int64(7): np.int64(2), np.int64(8): np.int64(5), np.int64(9): np.int64(9), np.int64(11): np.int64(8), np.int64(12): np.int64(7), np.int64(13): np.int64(11), np.int64(14): np.int64(19), np.int64(15): np.int64(23)}",0.2795608017336774,1.1130091560198379,325.1759639894395
4x4,1.0,1.0,300,14,"{np.int64(0): np.int64(13), np.int64(1): np.int64(4), np.int64(2): np.int64(19), np.int64(3): np.int64(23), np.int64(4): np.int64(10), np.int64(5): np.int64(11), np.int64(7): np.int64(8), np.int64(8): np.int64(14), np.int64(9): np.int64(9), np.int64(10): np.int64(9), np.int64(12): np.int64(7), np.int64(13): np.int64(5), np.int64(14): np.int64(9), np.int64(15): np.int64(9)}",0.28912180406439236,1.1057429621852255,346.6371070758971
4x4,1.0,1.0,500,14,"{np.int64(0): np.int64(9), np.int64(1): np.int64(12), np.int64(2): np.int64(6), np.int64(3): np.int64(7), np.int64(4): np.int64(8), np.int64(5): np.int64(10), np.int64(6): np.int64(11), np.int64(8): np.int64(8), np.int64(9): np.int64(9), np.int64(11): np.int64(23), np.int64(12): np.int64(4), np.int64(13): np.int64(16), np.int64(14): np.int64(8), np.int64(15): np.int64(19)}",0.2798038028595011,1.1257877210160376,337.54068259188165
4x4,1.5,0.01,50,14,"{np.int64(0): np.int64(1), np.int64(2): np.int64(24), np.int64(3): np.int64(24), np.int64(4): np.int64(11), np.int64(5): np.int64(5), np.int64(7): np.int64(2), np.int64(8): np.int64(11), np.int64(9): np.int64(14), np.int64(10): np.int64(6), np.int64(11): np.int64(9), np.int64(12): np.int64(17), np.int64(13): np.int64(8), np.int64(14): np.int64(7), np.int64(15): np.int64(11)}",0.1815452241712704,1.1252405409440156,248.5603397645391
4x4,1.5,0.01,100,14,"{np.int64(0): np.int64(11), np.int64(1): np.int64(9), np.int64(2): np.int64(2), np.int64(3): np.int64(22), np.int64(4): np.int64(6), np.int64(5): np.int64(6), np.int64(7): np.int64(26), np.int64(8): np.int64(8), np.int64(9): np.int64(14), np.int64(10): np.int64(6), np.int64(12): np.int64(13), np.int64(13): np.int64(15), np.int64(14): np.int64(3), np.int64(15): np.int64(9)}",0.21229462363960863,1.1950852493210091,276.2715311229482
4x4,1.5,0.01,200,14,"{np.int64(0): np.int64(12), np.int64(1): np.int64(14), np.int64(2): np.int64(4), np.int64(3): np.int64(9), np.int64(4): np.int64(9), np.int64(5): np.int64(14), np.int64(6): np.int64(6), np.int64(8): np.int64(6), np.int64(9): np.int64(6), np.int64(11): np.int64(27), np.int64(12): np.int64(11), np.int64(13): np.int64(9), np.int64(14): np.int64(2), np.int64(15): np.int64(21)}",0.2218463855976959,1.1496808436147443,283.5470165709236
4x4,1.5,0.01,300,14,"{np.int64(0): np.int64(21), np.int64(1): np.int64(2), np.int64(2): np.int64(9), np.int64(3): np.int64(9), np.int64(4): np.int64(27), np.int64(6): np.int64(8), np.int64(7): np.int64(6), np.int64(9): np.int64(7), np.int64(10): np.int64(14), np.int64(11): np.int64(8), np.int64(12): np.int64(9), np.int64(13): np.int64(4), np.int64(14): np.int64(14), np.int64(15): np.int64(12)}",0.2272509154017688,1.0893954376870885,288.5822244090047
4x4,1.5,0.01,500,14,"{np.int64(0): np.int64(12), np.int64(1): np.int64(14), np.int64(2): np.int64(4), np.int64(3): np.int64(10), np.int64(4): np.int64(8), np.int64(5): np.int64(14), np.int64(6): np.int64(7), np.int64(8): np.int64(6), np.int64(9): np.int64(7), np.int64(11): np.int64(27), np.int64(12): np.int64(9), np.int64(13): np.int64(9), np.int64(14): np.int64(2), np.int64(15): np.int64(21)}",0.2243587273496244,1.0982669930407065,287.24673493054405
4x4,1.5,0.1,50,14,"{np.int64(0): np.int64(7), np.int64(2): np.int64(28), np.int64(3): np.int64(22), np.int64(4): np.int64(5), np.int64(5): np.int64(4), np.int64(7): np.int64(4), np.int64(8): np.int64(12), np.int64(9): np.int64(5), np.int64(10): np.int64(9), np.int64(11): np.int64(15), np.int64(12): np.int64(12), np.int64(13): np.int64(8), np.int64(14): np.int64(15), np.int64(15): np.int64(4)}",0.26922277624135244,1.3751907032077457,277.84634886599997
4x4,1.5,0.1,100,14,"{np.int64(0): np.int64(7), np.int64(1): np.int64(5), np.int64(2): np.int64(10), np.int64(3): np.int64(11), np.int64(5): np.int64(8), np.int64(6): np.int64(9), np.int64(7): np.int64(7), np.int64(8): np.int64(28), np.int64(10): np.int64(4), np.int64(11): np.int64(13), np.int64(12): np.int64(22), np.int64(13): np.int64(1), np.int64(14): np.int64(14), np.int64(15): np.int64(11)}",0.27120415765313766,1.0844809164649027,284.0002130983586
4x4,1.5,0.1,200,14,"{np.int64(0): np.int64(7), np.int64(1): np.int64(5), np.int64(2): np.int64(11), np.int64(3): np.int64(8), np.int64(5): np.int64(8), np.int64(6): np.int64(7), np.int64(7): np.int64(9), np.int64(8): np.int64(28), np.int64(10): np.int64(4), np.int64(11): np.int64(15), np.int64(12): np.int64(22), np.int64(13): np.int64(4), np.int64(14): np.int64(12), np.int64(15): np.int64(10)}",0.2963246952829711,1.1133442593558291,305.6797088914547
4x4,1.5,0.1,300,13,"{np.int64(0): np.int64(19), np.int64(1): np.int64(18), np.int64(2): np.int64(13), np.int64(4): np.int64(4), np.int64(7): np.int64(11), np.int64(8): np.int64(16), np.int64(9): np.int64(12), np.int64(10): np.int64(10), np.int64(11): np.int64(10), np.int64(12): np.int64(4), np.int64(13): np.int64(15), np.int64(14): np.int64(7), np.int64(15): np.int64(11)}",0.2698592239288091,1.2036756195181382,326.21342284909974
4x4,1.5,0.1,500,13,"{np.int64(0): np.int64(17), np.int64(1): np.int64(20), np.int64(2): np.int64(13), np.int64(4): np.int64(4), np.int64(7): np.int64(11), np.int64(8): np.int64(16), np.int64(9): np.int64(12), np.int64(10): np.int64(10), np.int64(11): np.int64(10), np.int64(12): np.int64(4), np.int64(13): np.int64(15), np.int64(14): np.int64(7), np.int64(15): np.int64(11)}",0.27232313089767907,1.205030917240949,325.8131530325316
4x4,1.5,0.5,50,14,"{np.int64(0): np.int64(13), np.int64(1): np.int64(4), np.int64(2): np.int64(19), np.int64(3): np.int64(23), np.int64(4): np.int64(6), np.int64(5): np.int64(11), np.int64(7): np.int64(8), np.int64(8): np.int64(8), np.int64(9): np.int64(9), np.int64(10): np.int64(10), np.int64(12): np.int64(12), np.int64(13): np.int64(10), np.int64(14): np.int64(7), np.int64(15): np.int64(10)}",0.2931295399230179,1.0390742445153005,330.7101282964073
4x4,1.5,0.5,100,14,"{np.int64(0): np.int64(23), np.int64(1): np.int64(19), np.int64(2): np.int64(4), np.int64(3): np.int64(13), np.int64(4): np.int64(8), np.int64(6): np.int64(11), np.int64(7): np.int64(4), np.int64(9): np.int64(9), np.int64(10): np.int64(14), np.int64(11): np.int64(8), np.int64(12): np.int64(8), np.int64(13): np.int64(7), np.int64(14): np.int64(10), np.int64(15): np.int64(12)}",0.30192624357046827,0.9957019253366283,335.66980476514414
4x4,1.5,0.5,200,14,"{np.int64(0): np.int64(12), np.int64(1): np.int64(10), np.int64(2): np.int64(7), np.int64(3): np.int64(8), np.int64(4): np.int64(8), np.int64(5): np.int64(14), np.int64(6): np.int64(9), np.int64(8): np.int64(4), np.int64(9): np.int64(11), np.int64(11): np.int64(8), np.int64(12): np.int64(13), np.int64(13): np.int64(4), np.int64(14): np.int64(19), np.int64(15): np.int64(23)}",0.30192624357046827,0.995701925336629,335.66980476514414
4x4,1.5,0.5,300,14,"{np.int64(0): np.int64(12), np.int64(1): np.int64(10), np.int64(2): np.int64(8), np.int64(3): np.int64(12), np.int64(4): np.int64(4), np.int64(5): np.int64(10), np.int64(6): np.int64(12), np.int64(7): np.int64(10), np.int64(8): np.int64(19), np.int64(10): np.int64(6), np.int64(11): np.int64(7), np.int64(12): np.int64(23), np.int64(13): np.int64(8), np.int64(15): np.int64(9)}",0.2894356463179341,1.030949042670576,328.95252753862906
4x4,1.5,0.5,500,14,"{np.int64(0): np.int64(8), np.int64(2): np.int64(8), np.int64(3): np.int64(23), np.int64(4): np.int64(7), np.int64(5): np.int64(9), np.int64(7): np.int64(19), np.int64(8): np.int64(10), np.int64(9): np.int64(14), np.int64(10): np.int64(11), np.int64(11): np.int64(4), np.int64(12): np.int64(12), np.int64(13): np.int64(8), np.int64(14): np.int64(4), np.int64(15): np.int64(13)}",0.30192624357046827,0.995701925336635,335.66980476514414
4x4,1.5,0.9,50,15,"{np.int64(0): np.int64(7), np.int64(1): np.int64(9), np.int64(2): np.int64(15), np.int64(3): np.int64(12), np.int64(4): np.int64(4), np.int64(5): np.int64(7), np.int64(6): np.int64(9), np.int64(7): np.int64(10), np.int64(8): np.int64(11), np.int64(9): np.int64(12), np.int64(11): np.int64(19), np.int64(12): np.int64(3), np.int64(13): np.int64(1), np.int64(14): np.int64(8), np.int64(15): np.int64(23)}",0.2851486037385134,0.9980558997822797,309.0250447726386
4x4,1.5,0.9,100,15,"{np.int64(0): np.int64(8), np.int64(1): np.int64(9), np.int64(2): np.int64(14), np.int64(3): np.int64(12), np.int64(4): np.int64(4), np.int64(5): np.int64(7), np.int64(6): np.int64(9), np.int64(7): np.int64(12), np.int64(8): np.int64(11), np.int64(9): np.int64(10), np.int64(11): np.int64(19), np.int64(12): np.int64(3), np.int64(13): np.int64(1), np.int64(14): np.int64(8), np.int64(15): np.int64(23)}",0.28065970847908306,1.0377921522576945,308.37826514773235
4x4,1.5,0.9,200,14,"{np.int64(0): np.int64(9), np.int64(2): np.int64(8), np.int64(3): np.int64(23), np.int64(4): np.int64(9), np.int64(5): np.int64(9), np.int64(7): np.int64(19), np.int64(8): np.int64(14), np.int64(9): np.int64(7), np.int64(10): np.int64(11), np.int64(11): np.int64(4), np.int64(12): np.int64(12), np.int64(13): np.int64(8), np.int64(14): np.int64(4), np.int64(15): np.int64(13)}",0.30037620549566896,1.0178035631086544,330.1576433593752
4x4,1.5,0.9,300,14,"{np.int64(0): np.int64(12), np.int64(1): np.int64(4), np.int64(2): np.int64(19), np.int64(3): np.int64(23), np.int64(4): np.int64(6), np.int64(5): np.int64(11), np.int64(7): np.int64(8), np.int64(8): np.int64(14), np.int64(9): np.int64(6), np.int64(10): np.int64(8), np.int64(12): np.int64(12), np.int64(13): np.int64(9), np.int64(14): np.int64(8), np.int64(15): np.int64(10)}",0.2924049326694907,1.0430877623573664,331.80291875939787
4x4,1.5,0.9,500,14,"{np.int64(0): np.int64(23), np.int64(1): np.int64(8), np.int64(3): np.int64(9), np.int64(4): np.int64(19), np.int64(6): np.int64(4), np.int64(7): np.int64(8), np.int64(8): np.int64(4), np.int64(9): np.int64(11), np.int64(10): np.int64(7), np.int64(11): np.int64(9), np.int64(12): np.int64(13), np.int64(13): np.int64(9), np.int64(14): np.int64(14), np.int64(15): np.int64(12)}",0.29783599221236806,1.0363178339670334,329.57089572030776
4x4,1.5,1.0,50,15,"{np.int64(0): np.int64(12), np.int64(1): np.int64(14), np.int64(2): np.int64(9), np.int64(3): np.int64(8), np.int64(4): np.int64(5), np.int64(5): np.int64(9), np.int64(6): np.int64(7), np.int64(7): np.int64(4), np.int64(8): np.int64(19), np.int64(10): np.int64(10), np.int64(11): np.int64(10), np.int64(12): np.int64(23), np.int64(13): np.int64(8), np.int64(14): np.int64(4), np.int64(15): np.int64(8)}",0.2827748008409063,1.0953366203573964,314.6813971631371
4x4,1.5,1.0,100,15,"{np.int64(0): np.int64(7), np.int64(1): np.int64(14), np.int64(2): np.int64(9), np.int64(3): np.int64(11), np.int64(4): np.int64(5), np.int64(5): np.int64(9), np.int64(6): np.int64(10), np.int64(7): np.int64(4), np.int64(8): np.int64(8), np.int64(9): np.int64(7), np.int64(11): np.int64(19), np.int64(12): np.int64(4), np.int64(13): np.int64(12), np.int64(14): np.int64(8), np.int64(15): np.int64(23)}",0.28669012597380583,1.1095438496474748,333.78747942251465
4x4,1.5,1.0,200,14,"{np.int64(0): np.int64(13), np.int64(1): np.int64(4), np.int64(2): np.int64(19), np.int64(3): np.int64(23), np.int64(4): np.int64(4), np.int64(5): np.int64(11), np.int64(7): np.int64(8), np.int64(8): np.int64(8), np.int64(9): np.int64(7), np.int64(10): np.int64(9), np.int64(12): np.int64(12), np.int64(13): np.int64(14), np.int64(14): np.int64(9), np.int64(15): np.int64(9)}",0.30037620549566896,1.0178035631086575,330.1576433593752
4x4,1.5,1.0,300,14,"{np.int64(0): np.int64(13), np.int64(1): np.int64(4), np.int64(2): np.int64(19), np.int64(3): np.int64(23), np.int64(4): np.int64(4), np.int64(5): np.int64(11), np.int64(7): np.int64(8), np.int64(8): np.int64(8), np.int64(9): np.int64(7), np.int64(10): np.int64(9), np.int64(12): np.int64(12), np.int64(13): np.int64(14), np.int64(14): np.int64(9), np.int64(15): np.int64(9)}",0.30037620549566896,1.0178035631086575,330.1576433593752
4x4,1.5,1.0,500,15,"{np.int64(0): np.int64(7), np.int64(1): np.int64(5), np.int64(2): np.int64(10), np.int64(3): np.int64(6), np.int64(4): np.int64(14), np.int64(5): np.int64(9), np.int64(6): np.int64(11), np.int64(7): np.int64(2), np.int64(8): np.int64(10), np.int64(9): np.int64(11), np.int64(11): np.int64(8), np.int64(12): np.int64(11), np.int64(13): np.int64(4), np.int64(14): np.int64(19), np.int64(15): np.int64(23)}",0.2795093049146788,1.1117282402007242,323.27313545076544
4x4,2.0,0.01,50,13,"{np.int64(0): np.int64(29), np.int64(2): np.int64(9), np.int64(3): np.int64(11), np.int64(4): np.int64(21), np.int64(6): np.int64(6), np.int64(7): np.int64(8), np.int64(9): np.int64(5), np.int64(10): np.int64(12), np.int64(11): np.int64(8), np.int64(12): np.int64(5), np.int64(13): np.int64(8), np.int64(14): np.int64(9), np.int64(15): np.int64(19)}",0.2189543465480444,1.2578024607674374,247.96163216832824
4x4,2.0,0.01,100,14,"{np.int64(0): np.int64(24), np.int64(1): np.int64(2), np.int64(2): np.int64(10), np.int64(3): np.int64(10), np.int64(4): np.int64(24), np.int64(6): np.int64(6), np.int64(7): np.int64(6), np.int64(9): np.int64(6), np.int64(10): np.int64(14), np.int64(11): np.int64(8), np.int64(12): np.int64(6), np.int64(13): np.int64(6), np.int64(14): np.int64(14), np.int64(15): np.int64(14)}",0.20660642544207608,1.1756280563356847,269.81821258278933
4x4,2.0,0.01,200,14,"{np.int64(0): np.int64(12), np.int64(1): np.int64(9), np.int64(2): np.int64(6), np.int64(3): np.int64(11), np.int64(4): np.int64(14), np.int64(5): np.int64(14), np.int64(6): np.int64(6), np.int64(7): np.int64(9), np.int64(8): np.int64(4), np.int64(9): np.int64(6), np.int64(11): np.int64(2), np.int64(12): np.int64(9), np.int64(14): np.int64(26), np.int64(15): np.int64(22)}",0.22072797349867443,1.1490811000423606,283.233024830563
4x4,2.0,0.01,300,14,"{np.int64(0): np.int64(10), np.int64(1): np.int64(6), np.int64(2): np.int64(9), np.int64(3): np.int64(12), np.int64(4): np.int64(9), np.int64(5): np.int64(7), np.int64(6): np.int64(14), np.int64(7): np.int64(14), np.int64(8): np.int64(2), np.int64(10): np.int64(6), np.int64(11): np.int64(4), np.int64(12): np.int64(22), np.int64(13): np.int64(26), np.int64(15): np.int64(9)}",0.22509781831460396,1.1362385147878407,285.9959577134147
4x4,2.0,0.01,500,14,"{np.int64(0): np.int64(10), np.int64(2): np.int64(27), np.int64(3): np.int64(21), np.int64(4): np.int64(4), np.int64(5): np.int64(6), np.int64(7): np.int64(2), np.int64(8): np.int64(14), np.int64(9): np.int64(14), np.int64(10): np.int64(8), np.int64(11): np.int64(9), np.int64(12): np.int64(12), np.int64(13): np.int64(8), np.int64(14): np.int64(6), np.int64(15): np.int64(9)}",0.22556039784052317,1.0917653221307027,287.7434328691188
4x4,2.0,0.1,50,14,"{np.int64(0): np.int64(10), np.int64(1): np.int64(15), np.int64(2): np.int64(1), np.int64(3): np.int64(22), np.int64(4): np.int64(14), np.int64(5): np.int64(8), np.int64(7): np.int64(28), np.int64(8): np.int64(8), np.int64(9): np.int64(6), np.int64(10): np.int64(4), np.int64(12): np.int64(12), np.int64(13): np.int64(10), np.int64(14): np.int64(5), np.int64(15): np.int64(7)}",0.2685900848690195,1.0574613112793878,279.93395212828983
4x4,2.0,0.1,100,14,"{np.int64(0): np.int64(11), np.int64(1): np.int64(14), np.int64(2): np.int64(8), np.int64(3): np.int64(11), np.int64(4): np.int64(14), np.int64(5): np.int64(6), np.int64(6): np.int64(6), np.int64(7): np.int64(11), np.int64(8): np.int64(1), np.int64(10): np.int64(6), np.int64(11): np.int64(5), np.int64(12): np.int64(22), np.int64(13): np.int64(28), np.int64(15): np.int64(7)}",0.27062821991712144,1.0475011555692462,284.4083390654862
4x4,2.0,0.1,200,14,"{np.int64(0): np.int64(7), np.int64(1): np.int64(5), np.int64(2): np.int64(11), np.int64(3): np.int64(11), np.int64(5): np.int64(7), np.int64(6): np.int64(6), np.int64(7): np.int64(8), np.int64(8): np.int64(28), np.int64(10): np.int64(5), np.int64(11): np.int64(14), np.int64(12): np.int64(22), np.int64(13): np.int64(1), np.int64(14): np.int64(14), np.int64(15): np.int64(11)}",0.27372644723644335,1.0374667233620694,285.59629341338905
4x4,2.0,0.1,300,14,"{np.int64(0): np.int64(7), np.int64(1): np.int64(5), np.int64(2): np.int64(11), np.int64(3): np.int64(11), np.int64(5): np.int64(8), np.int64(6): np.int64(6), np.int64(7): np.int64(8), np.int64(8): np.int64(28), np.int64(10): np.int64(4), np.int64(11): np.int64(14), np.int64(12): np.int64(22), np.int64(13): np.int64(3), np.int64(14): np.int64(12), np.int64(15): np.int64(11)}",0.300811063038538,1.0417687381256298,300.72537026347203
4x4,2.0,0.1,500,14,"{np.int64(0): np.int64(10), np.int64(1): np.int64(14), np.int64(2): np.int64(8), np.int64(3): np.int64(11), np.int64(4): np.int64(12), np.int64(5): np.int64(4), np.int64(6): np.int64(6), np.int64(7): np.int64(11), np.int64(8): np.int64(4), np.int64(10): np.int64(8), np.int64(11): np.int64(5), np.int64(12): np.int64(22), np.int64(13): np.int64(28), np.int64(15): np.int64(7)}",0.310602746161299,1.0352240428922355,309.5902639921338
4x4,2.0,0.5,50,14,"{np.int64(0): np.int64(12), np.int64(1): np.int64(8), np.int64(2): np.int64(5), np.int64(3): np.int64(13), np.int64(4): np.int64(10), np.int64(5): np.int64(13), np.int64(6): np.int64(11), np.int64(7): np.int64(4), np.int64(8): np.int64(7), np.int64(9): np.int64(7), np.int64(11): np.int64(20), np.int64(12): np.int64(10), np.int64(14): np.int64(16), np.int64(15): np.int64(14)}",0.27050690243614617,1.0405573285105565,325.98849354755504
4x4,2.0,0.5,100,14,"{np.int64(0): np.int64(12), np.int64(1): np.int64(8), np.int64(2): np.int64(4), np.int64(3): np.int64(13), np.int64(4): np.int64(10), np.int64(5): np.int64(14), np.int64(6): np.int64(11), np.int64(7): np.int64(4), np.int64(8): np.int64(7), np.int64(9): np.int64(9), np.int64(11): np.int64(21), np.int64(12): np.int64(8), np.int64(14): np.int64(10), np.int64(15): np.int64(19)}",0.2972770364279226,1.0081665746066897,335.1034280032565
4x4,2.0,0.5,200,14,"{np.int64(0): np.int64(23), np.int64(1): np.int64(19), np.int64(2): np.int64(4), np.int64(3): np.int64(13), np.int64(4): np.int64(8), np.int64(6): np.int64(11), np.int64(7): np.int64(4), np.int64(9): np.int64(9), np.int64(10): np.int64(13), np.int64(11): np.int64(8), np.int64(12): np.int64(9), np.int64(13): np.int64(7), np.int64(14): np.int64(10), np.int64(15): np.int64(12)}",0.2993474896403282,1.0050089936354236,334.16383962160313
4x4,2.0,0.5,300,14,"{np.int64(0): np.int64(8), np.int64(2): np.int64(8), np.int64(3): np.int64(23), np.int64(4): np.int64(7), np.int64(5): np.int64(9), np.int64(7): np.int64(19), np.int64(8): np.int64(10), np.int64(9): np.int64(14), np.int64(10): np.int64(11), np.int64(11): np.int64(4), np.int64(12): np.int64(12), np.int64(13): np.int64(8), np.int64(14): np.int64(4), np.int64(15): np.int64(13)}",0.30192624357046827,0.995701925336635,335.66980476514414
4x4,2.0,0.5,500,14,"{np.int64(0): np.int64(23), np.int64(1): np.int64(19), np.int64(2): np.int64(4), np.int64(3): np.int64(13), np.int64(4): np.int64(8), np.int64(6): np.int64(11), np.int64(7): np.int64(4), np.int64(9): np.int64(9), np.int64(10): np.int64(14), np.int64(11): np.int64(8), np.int64(12): np.int64(8), np.int64(13): np.int64(7), np.int64(14): np.int64(10), np.int64(15): np.int64(12)}",0.30192624357046827,0.9957019253366283,335.66980476514414
4x4,2.0,0.9,50,14,"{np.int64(0): np.int64(10), np.int64(1): np.int64(7), np.int64(2): np.int64(14), np.int64(3): np.int64(12), np.int64(5): np.int64(8), np.int64(6): np.int64(7), np.int64(7): np.int64(8), np.int64(8): np.int64(8), np.int64(10): np.int64(11), np.int64(11): np.int64(6), np.int64(12): np.int64(23), np.int64(13): np.int64(19), np.int64(14): np.int64(4), np.int64(15): np.int64(13)}",0.295590399928954,1.0286536511970292,327.41192911767047
4x4,2.0,0.9,100,14,"{np.int64(0): np.int64(10), np.int64(1): np.int64(8), np.int64(2): np.int64(9), np.int64(3): np.int64(12), np.int64(5): np.int64(9), np.int64(6): np.int64(8), np.int64(7): np.int64(8), np.int64(8): np.int64(8), np.int64(10): np.int64(11), np.int64(11): np.int64(8), np.int64(12): np.int64(23), np.int64(13): np.int64(19), np.int64(14): np.int64(4), np.int64(15): np.int64(13)}",0.2880045959100878,1.0614971165878393,328.4283128102514
4x4,2.0,0.9,200,14,"{np.int64(0): np.int64(13), np.int64(1): np.int64(4), np.int64(2): np.int64(19), np.int64(3): np.int64(23), np.int64(4): np.int64(4), np.int64(5): np.int64(11), np.int64(7): np.int64(8), np.int64(8): np.int64(8), np.int64(9): np.int64(7), np.int64(10): np.int64(9), np.int64(12): np.int64(12), np.int64(13): np.int64(14), np.int64(14): np.int64(8), np.int64(15): np.int64(10)}",0.30000046140872544,1.0152166913265976,330.3666524323092
4x4,2.0,0.9,300,14,"{np.int64(0): np.int64(10), np.int64(2): np.int64(8), np.int64(3): np.int64(23), np.int64(4): np.int64(8), np.int64(5): np.int64(9), np.int64(7): np.int64(19), np.int64(8): np.int64(14), np.int64(9): np.int64(7), np.int64(10): np.int64(11), np.int64(11): np.int64(4), np.int64(12): np.int64(12), np.int64(13): np.int64(8), np.int64(14): np.int64(4), np.int64(15): np.int64(13)}",0.30000046140872544,1.0152166913266005,330.36665243230925
